field_id,year,crop_code,crop_name
171623003907773,2020,1,Corn
171623003907856,2020,1,Corn
171623003908187,2020,1,Corn
171623003908442,2020,1,Corn
171623003907508,2020,1,Corn
171623003907854,2020,1,Corn
171623003907723,2020,1,Corn
171623003907306,2020,1,Corn
171623003907460,2020,1,Corn
171623003908443,2020,1,Corn
171623003907398,2020,1,Corn
171623003907504,2020,1,Corn
171623003907498,2020,1,Corn
171623003908189,2020,1,Corn
171623003908186,2020,1,Corn
171623003907358,2020,1,Corn
171623003907209,2020,1,Corn
171623003908175,2020,1,Corn
171623003907944,2020,1,Corn
171623003907971,2020,1,Corn
171623003907291,2020,1,Corn
171623003908417,2020,1,Corn
171623003907332,2020,1,Corn
171623003908167,2020,1,Corn
171623003907676,2020,1,Corn
171623003908292,2020,1,Corn
171623003908358,2020,1,Corn
171623003907264,2020,1,Corn
171623003907750,2020,1,Corn
171623003907386,2020,1,Corn
171623003907502,2020,1,Corn
171623003907257,2020,1,Corn
171623003907947,2020,1,Corn
171623003907940,2020,1,Corn
171623003907946,2020,1,Corn
171623003907669,2020,1,Corn
171623003907216,2020,1,Corn
171623003907945,2020,1,Corn
171623003907695,2020,1,Corn
171623003907941,2020,1,Corn
171623003907505,2020,1,Corn
171623003907501,2020,1,Corn
171623003907307,2020,1,Corn
171623003908177,2020,1,Corn
171623003908063,2020,1,Corn
171623003907497,2020,1,Corn
171623003907447,2020,1,Corn
171623003907308,2020,1,Corn
171623003907620,2020,1,Corn
171623003907948,2020,1,Corn
171623003907773,2021,1,Corn
171623003907856,2021,1,Corn
171623003908187,2021,1,Corn
171623003908442,2021,1,Corn
171623003907508,2021,1,Corn
171623003907854,2021,1,Corn
171623003907723,2021,1,Corn
171623003907306,2021,1,Corn
171623003907460,2021,1,Corn
171623003908443,2021,1,Corn
171623003907398,2021,1,Corn
171623003907504,2021,1,Corn
171623003907498,2021,1,Corn
171623003908189,2021,1,Corn
171623003908186,2021,1,Corn
171623003907358,2021,1,Corn
171623003907209,2021,1,Corn
171623003908175,2021,1,Corn
171623003907944,2021,1,Corn
171623003907971,2021,1,Corn
171623003907291,2021,1,Corn
171623003908417,2021,1,Corn
171623003907332,2021,1,Corn
171623003908167,2021,1,Corn
171623003907676,2021,1,Corn
171623003908292,2021,1,Corn
171623003908358,2021,1,Corn
171623003907264,2021,1,Corn
171623003907750,2021,1,Corn
171623003907386,2021,1,Corn
171623003907502,2021,1,Corn
171623003907257,2021,1,Corn
171623003907947,2021,1,Corn
171623003907940,2021,1,Corn
171623003907946,2021,1,Corn
171623003907669,2021,1,Corn
171623003907216,2021,1,Corn
171623003907945,2021,1,Corn
171623003907695,2021,1,Corn
171623003907941,2021,1,Corn
171623003907505,2021,1,Corn
171623003907501,2021,1,Corn
171623003907307,2021,1,Corn
171623003908177,2021,1,Corn
171623003908063,2021,1,Corn
171623003907497,2021,1,Corn
171623003907447,2021,1,Corn
171623003907308,2021,1,Corn
171623003907620,2021,1,Corn
171623003907948,2021,1,Corn
171623003907773,2022,1,Corn
171623003907856,2022,1,Corn
171623003908187,2022,1,Corn
171623003908442,2022,1,Corn
171623003907508,2022,1,Corn
171623003907854,2022,1,Corn
171623003907723,2022,1,Corn
171623003907306,2022,1,Corn
171623003907460,2022,1,Corn
171623003908443,2022,1,Corn
171623003907398,2022,1,Corn
171623003907504,2022,1,Corn
171623003907498,2022,1,Corn
171623003908189,2022,1,Corn
171623003908186,2022,1,Corn
171623003907358,2022,1,Corn
171623003907209,2022,1,Corn
171623003908175,2022,1,Corn
171623003907944,2022,1,Corn
171623003907971,2022,1,Corn
171623003907291,2022,1,Corn
171623003908417,2022,1,Corn
171623003907332,2022,1,Corn
171623003908167,2022,1,Corn
171623003907676,2022,1,Corn
171623003908292,2022,1,Corn
171623003908358,2022,1,Corn
171623003907264,2022,1,Corn
171623003907750,2022,1,Corn
171623003907386,2022,1,Corn
171623003907502,2022,1,Corn
171623003907257,2022,1,Corn
171623003907947,2022,1,Corn
171623003907940,2022,1,Corn
171623003907946,2022,1,Corn
171623003907669,2022,1,Corn
171623003907216,2022,1,Corn
171623003907945,2022,1,Corn
171623003907695,2022,1,Corn
171623003907941,2022,1,Corn
171623003907505,2022,1,Corn
171623003907501,2022,1,Corn
171623003907307,2022,1,Corn
171623003908177,2022,1,Corn
171623003908063,2022,1,Corn
171623003907497,2022,1,Corn
171623003907447,2022,1,Corn
171623003907308,2022,1,Corn
171623003907620,2022,1,Corn
171623003907948,2022,1,Corn
171623003907773,2023,1,Corn
171623003907856,2023,1,Corn
171623003908187,2023,1,Corn
171623003908442,2023,1,Corn
171623003907508,2023,1,Corn
171623003907854,2023,1,Corn
171623003907723,2023,1,Corn
171623003907306,2023,1,Corn
171623003907460,2023,1,Corn
171623003908443,2023,1,Corn
171623003907398,2023,1,Corn
171623003907504,2023,1,Corn
171623003907498,2023,1,Corn
171623003908189,2023,1,Corn
171623003908186,2023,1,Corn
171623003907358,2023,1,Corn
171623003907209,2023,1,Corn
171623003908175,2023,1,Corn
171623003907944,2023,1,Corn
171623003907971,2023,1,Corn
171623003907291,2023,1,Corn
171623003908417,2023,1,Corn
171623003907332,2023,1,Corn
171623003908167,2023,1,Corn
171623003907676,2023,1,Corn
171623003908292,2023,1,Corn
171623003908358,2023,1,Corn
171623003907264,2023,1,Corn
171623003907750,2023,1,Corn
171623003907386,2023,1,Corn
171623003907502,2023,1,Corn
171623003907257,2023,1,Corn
171623003907947,2023,1,Corn
171623003907940,2023,1,Corn
171623003907946,2023,1,Corn
171623003907669,2023,1,Corn
171623003907216,2023,1,Corn
171623003907945,2023,1,Corn
171623003907695,2023,1,Corn
171623003907941,2023,1,Corn
171623003907505,2023,1,Corn
171623003907501,2023,1,Corn
171623003907307,2023,1,Corn
171623003908177,2023,1,Corn
171623003908063,2023,1,Corn
171623003907497,2023,1,Corn
171623003907447,2023,1,Corn
171623003907308,2023,1,Corn
171623003907620,2023,1,Corn
171623003907948,2023,1,Corn
171623003907773,2024,1,Corn
171623003907856,2024,1,Corn
171623003908187,2024,1,Corn
171623003908442,2024,1,Corn
171623003907508,2024,1,Corn
171623003907854,2024,1,Corn
171623003907723,2024,1,Corn
171623003907306,2024,1,Corn
171623003907460,2024,1,Corn
171623003908443,2024,1,Corn
171623003907398,2024,1,Corn
171623003907504,2024,1,Corn
171623003907498,2024,1,Corn
171623003908189,2024,1,Corn
171623003908186,2024,1,Corn
171623003907358,2024,1,Corn
171623003907209,2024,1,Corn
171623003908175,2024,1,Corn
171623003907944,2024,1,Corn
171623003907971,2024,1,Corn
171623003907291,2024,1,Corn
171623003908417,2024,1,Corn
171623003907332,2024,1,Corn
171623003908167,2024,1,Corn
171623003907676,2024,1,Corn
171623003908292,2024,1,Corn
171623003908358,2024,1,Corn
171623003907264,2024,1,Corn
171623003907750,2024,1,Corn
171623003907386,2024,1,Corn
171623003907502,2024,1,Corn
171623003907257,2024,1,Corn
171623003907947,2024,1,Corn
171623003907940,2024,1,Corn
171623003907946,2024,1,Corn
171623003907669,2024,1,Corn
171623003907216,2024,1,Corn
171623003907945,2024,1,Corn
171623003907695,2024,1,Corn
171623003907941,2024,1,Corn
171623003907505,2024,1,Corn
171623003907501,2024,1,Corn
171623003907307,2024,1,Corn
171623003908177,2024,1,Corn
171623003908063,2024,1,Corn
171623003907497,2024,1,Corn
171623003907447,2024,1,Corn
171623003907308,2024,1,Corn
171623003907620,2024,1,Corn
171623003907948,2024,1,Corn
