field_id,latitude,longitude,area_acres,crop_name
171623003907773,40.07432249528524,-88.11540672119926,603.6978585829963,Corn
171623003907856,40.070401000805184,-88.08062360006488,448.46182279842697,Corn
171623003908187,40.04762049874304,-88.1529829226045,442.9877857991511,Soybeans
171623003908442,40.032489596401895,-88.13575515538643,429.1406045511337,Corn
171623003907508,40.08818383658527,-88.06930618767073,419.0927943401628,Corn
171623003907854,40.07202753565987,-88.09668259469686,395.00063121048026,Corn
171623003907723,40.07635883789289,-88.1319129801303,338.5014306298384,Soybeans
171623003907306,40.10746993937725,-88.0828663647209,336.2348045128668,Corn
171623003907460,40.093504353157535,-88.13166046578266,316.74793131787305,Soybeans
171623003908443,40.03077007539608,-88.1134550519711,309.4606155747353,Corn
